,word,frequency,han,ham,hun,hende
44,afleverede,10,0.0,4.051860872030962,4.31695338208915,0.0
45,afleverer,14,3.5443126719789952,0.0,0.0,0.0
46,aflive,6,0.0,3.8695393152370072,0.0,0.0
47,aflivet,3,0.0,4.562686495796953,0.0,0.0
48,aflure,7,0.0,3.7153886354097487,0.0,0.0
49,aflyste,2,4.573932089160153,0.0,0.0,0.0
50,aflægge,85,0.8244280132297815,1.2186475279747455,0.0,0.0
51,aflægger,26,2.414447839806781,2.4032022464435805,0.0,0.0
52,aflæse,26,1.3158355511386708,2.4032022464435805,0.0,0.0
53,afsagde,2,3.880784908600208,0.0,0.0,0.0
54,afsatte,2,0.0,4.968151603905118,0.0,0.0
55,afskaffede,12,2.008982731698616,0.0,0.0,0.0
56,afskrev,5,2.9644941767260518,0.0,0.0,0.0
57,afskyede,9,2.3767075118239336,0.0,0.0,0.0
58,afskåret,44,0.0,2.5702563311067466,0.0,0.0
59,afslutte,53,1.7022524642761403,0.0,0.0,0.0
60,afsluttede,13,2.008982731698616,0.0,0.0,0.0
61,afslutter,53,1.7022524642761403,0.0,0.0,0.0
62,afsluttes,41,0.0,1.9236291661816944,0.0,0.0
63,afsluttet,66,0.3842773471337271,0.0,0.0,0.0
64,afsløre,151,0.2497994329051737,2.589929096705452,0.0,2.725563539526753
65,afslørede,68,2.919373741445583,2.8280854404088465,0.0,3.5233356711655706
66,afslører,395,1.1574672353672089,1.982469666204628,0.6381242638287153,3.7073393141425095
67,afsløres,133,0.7598894920922106,1.4417910792889557,1.7068835893471441,0.0
68,afsløret,184,0.03063730689014877,1.5234691103032232,1.3830965122532466,0.0
69,afsone,5,2.9644941767260518,0.0,0.0,0.0
70,afsonede,2,3.880784908600208,0.0,0.0,0.0
71,afspejlede,8,0.0,3.5818572427852264,0.0,0.0
72,afspejler,193,0.004389080815212497,2.190368064788232,0.0,0.0
73,afspejlet,16,0.0,2.888710062225281,0.0,0.0
74,afstedkomme,10,0.0,3.3587136914710167,0.0,0.0
75,afstedkommer,7,2.62802194010484,0.0,0.0,0.0
76,afstedkommet,6,0.0,0.0,4.827779005855142,0.0
77,afstår,20,2.6768121042742714,0.0,0.0,0.0
78,afsætte,12,0.0,3.176392134677062,0.0,0.0
79,aftaler,58,0.5134890786137335,0.0,0.0,0.0
80,aftvinge,7,0.0,3.7153886354097487,0.0,0.0
81,afveg,3,0.0,0.0,5.520926186415085,0.0
82,afventer,14,1.9348747595448943,0.0,0.0,0.0
83,afviger,8,2.494490547480317,0.0,0.0,0.0
84,afvise,260,0.39570604295734996,3.2322725930715186,0.0,3.787760881453084
85,afvisende,66,0.33982558456289325,0.0,0.0,0.0
86,afviser,310,2.474945951407346,3.0157689403441865,1.9815784662721136,4.778859801102266
87,afvises,47,0.0,1.7900977735571717,2.7483374641753056,0.0
88,afvist,189,0.4202709497816325,2.018463268852533,2.465877335704676,3.1837171288549926
89,afviste,126,2.7821726199320977,3.7153886354097487,3.1695509292516086,4.515999381824299
90,afvæbnede,4,2.9644941767260518,4.745008052590907,0.0,0.0
91,agere,43,0.7672695993898331,0.0,0.0,0.0
92,agerer,48,0.6226883705787254,0.0,2.6682947565017683,0.0
93,agtede,8,2.494490547480317,3.5818572427852264,0.0,0.0
94,agtelse,28,1.1727347074979972,0.0,0.0,0.0
95,agter,27,1.9348747595448943,0.0,3.287333964907992,4.410638866166472
96,akkurat,223,-0.8377139626948871,0.0,0.0,0.0
97,al,3811,-2.586654984838019,-2.597900578201219,-1.6396608875830856,0.0
98,alle,24462,-4.848450441059065,-2.6624714570860464,0.0,-2.372686334437487
99,allerede,3161,-2.3946046620818433,-2.4058502554450434,0.0,0.0
100,altså,7561,-4.385893534705688,-2.199914550732669,0.0,0.0
101,anbefale,31,0.0,2.2273115799799164,0.0,0.0
102,anbefaler,13,2.008982731698616,0.0,0.0,0.0
103,anbragt,27,1.971242403715769,3.0586090990206785,0.0,0.0
104,ane,66,0.36923946976918665,0.0,0.0,0.0
105,anede,90,2.4720176916282584,1.1614891141347974,2.812875985312876,0.0
106,aner,198,1.2265374134909737,1.7542883208604607,2.4248459390268136,2.4495385516171853
107,anerkende,109,-0.1174157930689909,3.2725359952299646,0.0,0.0
108,anerkender,192,1.7961485500432677,1.7849029566800676,2.4554605748464198,2.4801531874367915
109,anerkendt,116,0.9018597533625978,0.8906141599993977,0.0,0.0
110,anerkendte,60,2.4254976759933653,2.2601014028029067,0.0,0.0
111,anfører,18,3.2929982436980887,0.0,0.0,0.0
112,anføres,5,3.4753198004920427,0.0,0.0,0.0
113,angav,8,3.1876377280402624,0.0,0.0,0.0
114,angik,12,0.0,3.8695393152370072,0.0,0.0
115,angive,15,0.0,4.339542944482743,0.0,0.0
116,angiver,34,1.0475715645439914,0.0,0.0,0.0
117,angreb,128,-0.2936023612954297,0.79376433400948,0.0,0.0
118,angrebet,56,0.5485803984250036,1.6359470937299132,0.0,0.0
119,angrede,9,2.3767075118239336,0.0,0.0,0.0
120,angribe,41,0.0,2.61677634674164,0.0,0.0
121,angriber,54,2.6643895842757144,2.7709270265688977,2.6305544285189213,4.447006510337348
122,angår,175,0.0,1.5781275228410874,0.0,0.0
123,anholde,2,0.0,4.968151603905118,0.0,0.0
124,anholdt,14,0.0,3.6463957639227975,0.0,0.0
125,anklage,153,-0.4823137161881553,3.3131031802189645,0.0,2.6865975709933694
126,anklagede,34,0.0,4.842988460951111,0.0,0.0
127,anklager,134,1.5431084957948915,2.764006583724324,2.3359519132225666,2.766109633921103
128,anklages,26,2.7021299122585614,0.0,3.3614419370617137,0.0
129,anklaget,55,0.0,2.734559382398023,0.0,0.0
130,ankom,41,1.5535072030157904,0.0,4.004578697046998,0.0
131,ankommer,67,1.9786773822032877,0.0,2.4148458556922296,0.0
132,anlagt,21,0.0,2.5702563311067466,0.0,0.0
133,anmelder,3,0.0,4.562686495796953,0.0,0.0
134,annoncere,2,3.880784908600208,0.0,0.0,0.0
135,annoncerer,5,3.4753198004920427,0.0,0.0,0.0
136,annonceret,6,3.4753198004920427,0.0,0.0,0.0
137,ansat,75,0.0,2.0237126247386765,0.0,0.0
138,ansatte,93,0.009583897692316531,0.0,0.0,0.0
139,anse,35,0.0,3.7153886354097487,0.0,4.187495314852264
140,anser,116,2.305248547841789,2.2940029544785885,0.0,2.9892531852353126
141,anskue,13,0.0,3.096349427003526,0.0,0.0
142,anstrengte,6,3.8807849086002073,0.0,0.0,0.0
143,ansvarlige,103,0.0,1.0265697962354268,0.0,0.0
144,anså,89,2.1535639605097234,2.7709270265688977,0.0,0.0
145,ansætte,13,2.008982731698616,3.096349427003526,0.0,0.0
146,ansætter,9,0.0,3.464074207128843,0.0,0.0
147,antager,26,2.008982731698616,0.0,3.3614419370617137,0.0
148,antaget,14,0.0,3.022241454849804,0.0,0.0
149,antog,8,3.1876377280402624,0.0,0.0,0.0
150,antyder,81,1.2658251305640096,0.0,2.2128192278189434,0.0
151,antændte,4,3.1876377280402624,0.0,0.0,0.0
152,anvende,24,0.0,0.0,3.44148464473525,0.0
153,anvender,44,2.3767075118239336,0.0,2.812875985312876,0.0
154,anviste,4,0.0,4.968151603905118,0.0,0.0
155,appellerer,47,0.723784487450094,2.504298363314949,0.0,0.0
156,arbejde,2163,-0.9218690819215161,-2.031726963952826,0.0,0.04981762792378873
157,arbejdede,149,2.9021902933898978,2.0436468396394942,1.6155921691377366,0.0
158,arbejder,409,1.4432804977067912,-0.3597245648844639,0.5985151257336694,0.0
159,arbejdet,491,0.0,0.0,0.40893839805854304,0.0
160,arbejdsløs,24,1.3958782588122072,0.0,0.0,0.0
161,argumentere,59,0.0,1.5837613405593431,0.0,0.0
162,argumenterede,9,2.3767075118239336,0.0,0.0,0.0
163,argumenterer,36,2.0616264651840384,0.0,0.0,0.0
164,arrangere,22,0.0,2.5702563311067466,0.0,0.0
165,arrangerede,7,2.62802194010484,0.0,0.0,0.0
166,arrangerer,12,2.0890254393721523,0.0,0.0,5.257936726553677
167,arrestere,19,0.0,4.508619274526676,0.0,0.0
168,arresteres,5,2.9644941767260518,0.0,0.0,0.0
169,arresteret,67,1.7407187451039368,2.5404033679570657,0.0,0.0
170,arve,161,0.16113379581951748,1.9416476716843725,0.0,0.0
171,arver,43,0.8127319734665903,2.5932458493314448,0.0,0.0
172,arvet,48,0.7027310782522619,0.0,0.0,3.871642365433786
173,assistere,1,0.0,5.661298784465062,0.0,0.0
174,at,266762,-7.228722102435636,0.0,0.0,0.0
175,ateist,54,0.5308808213256027,0.0,0.0,0.0
176,avancerede,16,0.0,2.8280854404088465,0.0,0.0
177,bad,990,2.7683792977997617,3.0358471069055826,2.1749283541075464,3.378275963039564
178,badede,4,3.880784908600208,0.0,0.0,0.0
179,bader,9,2.3767075118239336,0.0,0.0,0.0
180,bag,2196,-3.128172250890897,-2.0408055555859868,0.0,0.0
181,bager,45,1.8658818880579424,0.0,0.0,0.0
182,bagi,13,0.0,3.096349427003526,0.0,0.0
183,bakke,94,0.0,1.0969505929972259,0.0,0.0
184,bakker,41,0.860360022455845,1.947726717760755,0.0,4.0292713096373705
185,balancerede,2,3.880784908600208,0.0,0.0,0.0
186,balancerer,14,1.9348747595448943,0.0,0.0,0.0
187,bande,19,1.5781998156061616,0.0,0.0,0.0
188,bandt,58,1.6121013672818434,3.3926152431466985,0.0,3.6824003657952584
189,bane,223,0.0,2.888710062225281,0.0,0.0
190,banede,58,3.4038608365098977,2.2940029544785885,0.0,0.0
191,baner,106,1.962025748610845,1.663098082795864,0.0,0.0
192,banet,64,1.1081961863604264,0.0,0.0,0.0
193,banke,94,0.0,2.2166162908631684,0.0,0.0
194,bankede,65,2.1913042884925704,0.0,3.1382983857475035,0.0
195,banker,229,-0.8771063644055478,0.21026033089936186,0.0,0.0
196,banket,35,0.0,2.1059507229756487,0.0,0.0
197,bar,582,2.7805073406130365,2.7284397527295816,2.8600008701632467,2.7305428029263603
198,bare,12645,-3.7871529522780336,-3.1052513650812883,0.0,0.0
199,baseret,83,0.0,1.2424581766684646,0.0,0.0
200,be,71,0.0,1.5669542222429618,0.0,0.0
201,bearbejde,17,0.0,3.926697729076956,0.0,0.0
202,bearbejdede,1,4.573932089160153,0.0,0.0,0.0
203,bebrejde,64,0.0,1.502415701105391,0.0,0.0
204,bebrejdede,9,3.4753198004920427,4.850368568248733,0.0,5.5456187990054575
205,bebrejder,65,2.596769396600735,3.5663530562492616,2.4451512051875586,3.5684561064460403
206,bebrejdet,11,2.1760368163617825,0.0,0.0,0.0
207,bebudede,4,0.0,0.0,0.0,7.455161303889897
208,bebudet,4,0.0,0.0,0.0,6.356549015221788
209,bebyrde,3,0.0,4.562686495796953,0.0,0.0
210,bed,282,-1.2281862862169102,1.2454747702078899,1.5105672802660783,0.0
211,bede,2223,-0.7710085934722257,2.7387443946393506,-0.02468519167944335,2.3025925139049743
212,beder,2467,2.032330095695607,3.0198764557183058,1.9576729454185595,2.8986562898830868
213,bedraget,49,0.6421064564358271,0.0,0.0,0.0
214,bedrev,4,3.1876377280402624,0.0,0.0,0.0
215,bedt,463,0.5049053349223418,2.508562762101407,0.0,2.9806694415439208
216,bedømme,78,0.0,2.4032022464435805,0.0,0.0
217,bedømmer,37,0.9630141765159282,0.0,0.0,0.0
218,bedømte,1,4.573932089160153,0.0,0.0,0.0
219,befalede,50,2.9252734635727715,2.808667354551745,0.0,0.0
220,befaler,87,2.5955866643516856,2.9097634714231138,0.0,0.0
221,befalet,95,0.0,2.1749435944626003,0.0,0.0
222,befandt,114,2.140318733759703,0.0,2.98195231535681,0.0
223,befinder,577,1.5119266886563825,0.0,2.207606357630409,0.0
224,befri,189,0.0,1.7900977735571717,0.0,2.485348004313896
225,befriede,60,2.4254976759933653,3.358713691471017,0.0,3.648498814119576
226,befrier,144,0.9495911561837878,2.036957851488697,0.0,0.0
227,befries,40,2.2466543835757355,0.0,0.0,4.0292713096373705
228,befriet,237,-0.2051914039513765,1.2876403994616976,0.0,0.0
229,begav,40,2.9644941767260518,0.0,0.0,0.0
230,begik,51,1.7407187451039368,0.0,0.0,0.0
231,begive,51,1.3352536369957724,0.0,0.0,0.0
232,begiver,77,1.6164210284263596,2.010640543171324,3.3743453418976217,0.0
233,begrave,49,0.0,4.408535815969693,0.0,0.0
234,begravede,20,1.5781998156061616,3.764178799579181,0.0,4.747111102787686
235,begraver,28,1.241727578984949,2.3290942742898584,0.0,0.0
236,begraves,45,1.8013433669203716,1.7900977735571717,0.0,0.0
237,begravet,230,0.18774744433760754,2.574397123772778,0.0,0.0
238,begrundede,6,2.7821726199320977,0.0,0.0,0.0
239,begrunder,32,1.8013433669203718,0.0,3.1538025722834693,0.0
240,begrundet,43,0.7897424552418917,0.0,0.0,0.0
241,begræder,10,2.9644941767260518,3.3587136914710167,0.0,0.0
242,begrænse,94,0.0,1.1180040021950584,0.0,0.0
243,begrænser,55,2.358358373155737,0.0,0.0,0.0
244,begunstiger,3,3.4753198004920427,0.0,0.0,0.0
245,begynde,904,-0.6256693044487261,0.23855383954197384,0.0,0.0
246,begynder,2137,1.4192470198200366,0.5497744955374431,1.42797147848204,0.0
247,begyndt,438,-0.8264905003250375,-0.4322709855800733,0.0,0.0
248,begyndte,1169,2.0232987656718224,0.5347870329830049,1.8497016675398708,0.6704214758043062
249,begå,153,-0.4565058322322828,0.0,0.0,0.0
250,begået,162,0.0,1.660044645308974,0.0,3.3361241290774237
251,begår,131,1.0774245276936725,0.0,1.7367365524968248,0.0
252,begære,42,0.0,1.8326573879759676,0.0,0.0
253,begæret,97,0.0,0.0,0.0,3.157875897671105
254,behage,34,0.0,4.214379801528737,0.0,0.0
255,behager,19,0.0,4.3262977177327215,0.0,0.0
256,behandle,146,-0.4096745325481839,2.0639865238766166,0.0,3.8578490433014494
257,behandlede,31,2.2385571733431164,3.8367494924140173,0.0,4.308856171856531
258,behandler,118,2.2011427374928583,1.9892264486675075,0.0,0.0
259,behandles,55,0.5485803984250036,0.0,0.0,0.0
260,behandlet,132,-0.3164170390616011,1.464096836803254,0.0,3.9511065367880334
261,beholde,159,-0.5074722758243102,1.96618878060049,1.538134110098733,2.661439011357214
262,beholder,37,2.008982731698616,0.0,2.955976828953549,0.0
263,beholdt,27,2.3767075118239336,0.0,0.0,4.447006510337348
264,behøve,21,0.0,2.61677634674164,0.0,0.0
265,behøvede,146,2.886162333456145,1.3708393433166712,3.02222621449475,0.0
266,behøver,1501,0.8087531883768269,0.6433569151863687,1.6969067856088271,0.0
267,behøves,32,1.1081961863604264,0.0,0.0,0.0
268,bekende,211,-0.18395918384560253,2.156170479954675,0.0,0.0
269,bekender,359,0.4603297103336376,2.646308694306657,1.407323807588571,0.0
270,bekendt,346,0.0,-0.19663437001839693,0.0,0.0
271,bekendte,150,1.7407187451039363,1.3240080436325723,1.5891005536907603,0.0
272,bekendtgjorde,6,2.7821726199320977,0.0,0.0,0.0
273,bekendtgjort,4,0.0,4.275004423345171,0.0,0.0
274,bekendtgør,4,3.1876377280402624,0.0,0.0,0.0
275,beklagede,10,2.2713469961661072,0.0,0.0,0.0
276,beklager,36,1.6294931099937124,0.0,0.0,0.0
277,bekræfte,99,0.0,1.7492757790369162,0.0,4.236285479021697
278,bekræftede,23,2.1315850537909484,3.6244168572040234,0.0,0.0
279,bekræfter,135,1.6071873524794142,0.0,0.0,0.0
280,bekræftet,148,0.26313296377463896,0.0,0.0,0.0
281,bekymre,506,-1.6526045801273126,0.0,0.0,0.0
282,bekymrede,298,0.6291192609090159,1.311020848105761,0.0,0.0
283,bekymrer,229,1.9734234296621287,0.2275767809108228,1.185816471528956,0.0
284,bekymret,179,0.7344797765668422,0.0,0.0,0.0
285,bekymringer,767,0.0,0.0,-0.04487054526721199,0.0
286,bekæmpe,179,0.0,1.1614891141347974,0.0,0.0
287,bekæmpede,12,2.7821726199320977,0.0,0.0,0.0
288,belønne,17,1.7407187451039368,4.214379801528737,0.0,0.0
289,belønnede,2,0.0,4.968151603905118,0.0,0.0
290,belønner,31,1.1081961863604264,2.195562881665336,0.0,5.3757197622100605
291,bemærke,108,-0.1174157930689909,0.0,0.0,0.0
292,bemærkede,27,2.5929306202935694,2.2940029544785885,0.0,0.0
293,bemærker,59,1.5616705136549511,0.0,0.0,0.0
294,benytte,38,0.936345929433767,0.0,0.0,0.0
295,benyttede,18,2.7821726199320977,0.0,4.422313897746976,0.0
296,benytter,55,2.5125090529829954,1.6539655992325917,0.0,0.0
297,benådet,25,1.2780952231558236,0.0,0.0,0.0
298,benægtede,19,3.575403259049025,0.0,0.0,0.0
299,benægter,38,3.133570506769986,2.7168598052986224,2.98195231535681,0.0
300,benægtet,7,2.62802194010484,3.7153886354097487,0.0,0.0
301,benævner,6,2.7821726199320977,0.0,0.0,0.0
302,benævnes,10,2.2713469961661072,4.051860872030962,0.0,0.0
303,beordre,5,0.0,5.150473160699073,0.0,6.133405463907575
304,beordrede,13,3.618420644132717,3.096349427003526,0.0,5.1778940188801394
305,beordrer,25,2.048203444851897,4.2341824288249175,0.0,0.0
306,beordret,15,0.0,2.953248583362853,0.0,0.0
307,berede,9,0.0,3.464074207128843,0.0,0.0
308,beregnede,6,2.7821726199320977,0.0,0.0,0.0
309,beretter,62,1.8013433669203718,0.0,0.0,0.0
310,berettet,1,0.0,5.661298784465062,0.0,0.0
311,beriget,22,0.0,2.5702563311067466,0.0,0.0
312,berolige,21,0.0,0.0,0.0,4.698320938618254
313,beror,39,0.0,3.3840314994553067,0.0,0.0
314,beruset,9,2.2713469961661072,0.0,0.0,0.0
315,berøre,52,0.0,3.096349427003526,0.0,0.0
316,berører,78,1.2905177431543808,1.2792721497911808,2.237511840409314,3.3608167416677954
317,berørt,143,0.2834726480117614,2.0639865238766166,0.0,2.7592367546333407
318,berørte,40,0.0,1.972419330351126,0.0,0.0
319,berøve,14,0.0,3.6463957639227975,0.0,0.0
320,berøvede,2,0.0,4.968151603905118,0.0,0.0
321,besad,29,3.604531531972049,0.0,0.0,0.0
322,besat,238,-0.22185845643658827,1.270973346976486,0.0,0.0
323,besatte,55,0.0,1.6359470937299132,0.0,0.0
324,besejre,76,0.0,2.429177732846841,0.0,0.0
325,besejrede,43,2.6044914426946453,2.5932458493314448,0.0,0.0
326,besejrer,32,2.7176340987945267,2.195562881665336,0.0,0.0
327,besejret,112,-0.1710000392030974,0.0,0.0,0.0
328,besidde,35,0.0,2.1059507229756487,0.0,0.0
329,besidder,52,1.3158355511386708,0.0,0.0,0.0
330,beskrev,111,2.7547736457439838,2.5612064955868292,2.6031554543308077,0.0
331,beskrevet,225,-0.8641472197630427,0.0,0.0,2.304764067418481
332,beskrive,389,-0.7016282902652679,1.3020291369137973,0.0,0.0
333,beskriver,577,2.1341458746526216,1.3691284789130418,2.955976828953549,0.0
334,beskrives,275,1.0257525171493516,0.0336776707744253,1.6850645419525043,0.0
335,beskylde,22,0.0,4.649697872786582,0.0,0.0
336,beskylder,28,1.241727578984949,3.4277065629579684,0.0,0.0
337,beskyldes,22,2.581501924469946,0.0,0.0,0.0
338,beskyldt,66,1.7705717082536176,2.1647912229985824,0.0,0.0
339,beskyldte,10,3.369959284834217,3.3587136914710167,0.0,0.0
340,beskytte,252,0.0,2.612815945525542,2.4724433474755663,2.2094538876141567
341,beskyttede,25,2.453668552960062,2.4424229595968616,0.0,0.0
342,beskytter,107,0.972064012035846,2.5702563311067466,0.0,0.0
343,beskyttes,14,0.0,3.022241454849804,0.0,0.0
344,beskyttet,71,0.3112522121188373,0.0,0.0,0.0
345,beskæftigede,12,2.7821726199320977,0.0,0.0,0.0
346,beskæftiger,57,0.5308808213256027,0.0,0.0,0.0
347,beskæftiget,33,0.0,2.1349382598489006,0.0,0.0
348,besluttede,152,2.9173473983003504,1.7360305522868955,1.5956579542369196,2.7189628554954006
349,beslutter,126,2.8496139007276304,0.8014863801033902,2.4528732512814693,0.0
350,besluttet,159,1.2842871934037452,0.5798944194805995,0.0,0.0
351,besteg,5,2.9644941767260518,0.0,0.0,0.0
352,bestemme,370,-1.3476463304836628,1.5314798340493017,0.0,0.0
353,bestemmer,319,0.40262648580192384,0.5737024492326783,1.5319421398508115,1.962099860549348
354,bestemt,1656,0.0,0.0,-0.8016390535121979,0.3216658477462833
355,bestemte,328,-0.5259343386640456,0.5614323566408641,1.925137155367162,0.0
356,bestikke,3,0.0,4.562686495796953,0.0,0.0
357,bestilt,17,0.0,3.521232620968792,0.0,0.0
358,bestod,93,0.0413325960068969,1.1286992913118066,0.0,0.0
359,bestred,1,4.573932089160153,0.0,0.0,0.0
360,bestræbte,3,3.4753198004920427,0.0,0.0,0.0
361,bestå,101,-0.09889674530175338,2.3747643111230468,0.0,0.0
362,består,624,-1.1722711013800005,1.3013899550447996,0.0,0.0
363,besvare,81,0.15509148136355488,0.0,0.0,0.0
364,besvarede,10,2.9644941767260518,3.3587136914710167,0.0,5.440258283347631
365,besvarer,49,2.4738712602775808,0.0,0.0,0.0
366,besvaret,42,0.8362624708767844,0.0,0.0,0.0
367,besvimede,8,2.494490547480317,3.5818572427852264,0.0,0.0
368,besvimer,11,2.1760368163617825,0.0,0.0,0.0
369,besætte,17,0.0,2.8280854404088465,0.0,0.0
370,besøge,237,0.0,2.5869233835919583,0.0,3.656867063790093
371,besøger,121,2.7225805227298525,2.6572677080963767,2.9223602181545645,3.6402000113048816
372,besøgt,118,-0.19675253530551204,0.8906141599993977,2.542001031177477,4.358453112995903
373,besøgte,172,2.422169885900691,2.91169958044998,2.858338359389633,3.9816432606481142
374,betaget,31,1.1399448846750064,0.0,0.0,4.308856171856531
375,betale,513,0.4092067301762525,1.3630420328566395,0.0,0.0
376,betaler,175,2.1001987399702777,0.0,0.0,0.0
377,betalt,162,0.0,1.2668496297926235,0.0,0.0
378,betalte,104,2.9252734635727715,1.710055065883635,0.0,3.0984524772003046
379,betegnede,15,1.8658818880579424,2.953248583362853,0.0,0.0
380,betegner,83,0.8362624708767844,1.2304819856217488,0.0,0.0
381,betjene,14,0.0,3.022241454849804,0.0,0.0
382,betjener,9,2.3767075118239336,0.0,5.115461078306922,0.0
383,betjenes,4,3.1876377280402624,0.0,0.0,0.0
384,betone,8,2.494490547480317,0.0,0.0,0.0
385,betoner,14,1.9348747595448943,3.022241454849804,0.0,0.0
386,betragte,190,-0.6730919830003333,1.8005690734244668,0.0,2.495819304181191
387,betragtede,55,1.6652111925957915,3.599875748287905,0.0,5.121804552229097
388,betragter,163,1.2597460844876271,2.953248583362853,0.0,2.636897902441097
389,betragtes,50,1.7605213724001163,0.0,2.70751546965505,0.0
390,betragtet,93,0.009583897692316531,1.0969505929972259,2.7483374641753056,0.0
391,betro,45,0.0,3.2409306558146334,0.0,0.0
392,betroede,144,1.2135567020182527,2.0777798460089523,1.649725175507195,0.0
393,betroet,340,-0.5706511774458417,0.516715517859068,0.0,1.9051129291757367
394,betror,99,2.4637188888135637,2.1647912229985824,0.0,0.0
395,betvivler,18,2.3767075118239336,0.0,0.0,0.0
396,betyde,499,-1.6624375010435517,0.8112235553812486,0.0,1.5064737861379724
397,betyder,4809,-0.5651065289347348,0.8685364030880086,-0.2773580605640653,-0.07034389117973912
398,betydet,74,0.0,2.036957851488697,0.0,3.4253552628053665
399,betød,368,0.7344797765668422,2.6327766880880805,1.3937918013699948,3.769859671123844
400,beundre,27,0.0,4.275004423345171,0.0,4.410638866166472
401,beundrede,10,2.2713469961661072,3.3587136914710167,0.0,0.0
402,beundrer,19,1.5781998156061616,2.6655665109110718,0.0,0.0
403,beundret,20,1.5294096514367297,0.0,0.0,0.0
404,bevare,368,0.2644761473211067,0.4355521107518612,0.0,0.0
405,bevarede,18,2.7821726199320977,0.0,0.0,0.0
406,bevarer,101,1.3451059334387838,0.0,0.0,3.8208700400603632
407,bevaret,39,0.0,2.6408738983207,2.9059664083788883,0.0
408,bevidne,62,0.4467977041150611,2.6327766880880805,2.492404090038104,0.0
409,bevidnede,9,3.0698546923838785,3.464074207128843,0.0,0.0
410,bevidner,19,2.581501924469946,0.0,0.0,0.0
411,bevirkede,4,3.1876377280402624,0.0,0.0,0.0
412,bevise,225,0.2431987488738219,0.0,0.0,0.0
413,beviser,185,0.01480584167346818,0.0,0.0,0.0
414,bevist,55,1.241727578984949,0.0,0.0,0.0
415,beviste,10,0.0,3.3587136914710167,0.0,0.0
416,bevæge,305,-0.051040724124118336,1.547151594946782,0.0,2.0192582743892964
417,bevægede,56,1.2240280018855478,2.3113946971904578,3.269634387808591,0.0
418,bevæger,400,0.975375273339502,1.0511410569659319,0.0,0.0
419,bevæges,51,1.7407187451039368,2.422620332300682,0.0,0.0
420,bevæget,94,0.0,1.1180040021950584,2.076243692813192,0.0
421,bibragte,1,0.0,0.0,0.0,7.7428433763416775
422,bider,74,1.3684792846240927,3.1489931604889483,0.0,0.0
423,bidrage,107,0.0,0.0,2.6398568211812345,0.0
424,bidrager,43,0.0,0.0,2.858338359389633,0.0
425,bidrog,12,2.0890254393721523,0.0,0.0,0.0
