word,han,ham,hun,hende
acceptere,0.0,0.0,1.0042265080765371,0.0
accepterede,2.4789881052249,0.0,0.0,5.622482465089851
accepterer,1.123465402771763,0.0,4.223102332944738,0.0
accepteret,0.44606657917995673,0.0,0.0,0.0
adlyde,0.0,3.9493994220665094,0.0,0.0
adlyder,0.0,3.5172660668761835,0.0,0.0
adresseret,0.0,5.768557865482679,0.0,0.0
adskille,0.0,0.0,0.0,4.870494784506972
adskiller,1.2689729864430013,1.3497172576860805,0.0,0.0
adskilt,0.739053703861431,0.0,0.0,0.0
adskilte,1.4111474752235438,0.0,0.0,0.0
advarede,3.3082674601094255,2.878186107586514,0.0,4.6191803562260665
advarer,2.6050699436959786,0.0,0.0,3.1275254794483494
advaret,0.0,3.283651215694678,0.0,0.0
afbilde,0.0,4.382263504362788,0.0,0.0
afbillede,0.0,4.382263504362788,0.0,0.0
afbilledet,0.9516151458451036,2.1309717057562927,0.0,0.0
afbrudt,0.7605599090823946,0.0,0.0,0.0
afbryder,1.2933644395671604,0.0,0.0,4.213715248117902
afbrød,2.7974418363434346,0.0,0.0,5.02464546433423
afdækker,2.191306032773119,0.0,0.0,0.0
afgav,3.4905890169033795,0.0,0.0,0.0
afgiver,2.717399128669898,0.0,0.0,0.0
afgør,0.0,1.5638652460917124,0.0,0.0
afgøre,0.18248205830723635,0.0,0.0,0.0
afgøres,0.0,2.4363533553074745,0.0,0.0
afhjulpet,4.183736197463325,0.0,0.0,0.0
afholder,0.0,3.2036085080211416,0.0,0.0
afholdt,1.4981588522131737,0.0,3.211501421266258,0.0
afhænger,0.0,1.3782324279941018,0.0,0.0
afhængige,0.0,1.5490501603065718,0.0,0.0
afkræve,0.0,3.9767983962546234,0.0,0.0
aflevere,1.1552141010863433,2.334570660997532,2.8685566701394274,0.0
afleverede,2.104294655783489,0.0,3.8176372248365733,0.0
afleverer,2.509759763891654,0.0,0.0,0.0
aflyste,3.896054125011544,0.0,0.0,0.0
aflægger,2.024251948109953,0.0,0.0,0.0
afløst,0.4948567433493889,2.367360483820523,0.0,0.0
afsat,0.0,3.5172660668761835,0.0,0.0
afskaffede,2.2866162125774436,0.0,0.0,0.0
afskedige,0.0,4.159119953048578,0.0,0.0
afskedigedes,4.58920130557149,0.0,0.0,0.0
afskrive,0.0,3.5713332881464592,0.0,0.0
afskyede,3.202906944451599,0.0,0.0,0.0
afskyr,2.191306032773119,0.0,0.0,0.0
afskåret,0.0,0.0,0.0,4.6191803562260665
afslog,3.202906944451599,0.0,0.0,0.0
afslutte,1.8166125833317084,0.0,0.0,0.0
afslutter,2.4789881052249,0.0,0.0,0.0
afsluttet,0.9782833929272652,0.0,0.0,0.0
afslår,3.3852285012455536,0.0,0.0,0.0
afsløre,-0.035771507712781765,2.2421973408665172,0.0,0.0
afslørede,1.8376659925295409,0.0,0.0,4.352551692972118
afslører,2.3966171077917724,2.007357749789116,1.6250530270568564,2.138914085994568
afsløres,0.4148140356758524,1.5941705955870413,0.0,0.0
afsløret,-0.34527262755920235,0.0,1.3680699414938822,0.0
afsone,3.4905890169033795,0.0,0.0,0.0
afsoner,3.896054125011544,0.0,0.0,0.0
afspejlet,0.0,3.6891163238028426,0.0,0.0
afstedkommer,3.202906944451599,0.0,0.0,0.0
afstår,2.8546002501833834,0.0,4.162477711128303,0.0
afsætte,3.896054125011544,0.0,0.0,0.0
afsætter,3.202906944451599,0.0,0.0,0.0
afsættes,4.58920130557149,0.0,0.0,0.0
aftalte,2.024251948109953,0.0,0.0,0.0
aftjente,4.58920130557149,0.0,0.0,0.0
afvise,0.0,2.261999968162697,0.0,0.0
afviser,2.3119340205617336,2.798143399912977,1.2526878673750368,4.539137648552529
afvises,0.0,0.0,3.5944936735223636,0.0
afvist,0.707637507628052,0.0,0.0,0.0
afviste,3.1383684233140277,3.401434251351062,0.0,4.043816211322504
afværge,1.5934690320174985,0.0,0.0,0.0
agtede,2.643291156516176,0.0,0.0,0.0
agter,3.4905890169033795,0.0,0.0,0.0
al,-3.447372104135823,0.0,0.0,0.0
alde,0.0,5.768557865482679,0.0,0.0
alle,-5.174449301776839,-3.9950927418656503,-3.461106732723755,0.0
allerede,0.0,-1.7456967873337317,0.0,0.0
altertavle,0.399546563545064,0.0,0.0,0.0
anbefalede,2.979763393137389,0.0,4.693105962190473,0.0
anbefaler,2.643291156516176,0.0,0.0,0.0
anbringe,2.191306032773119,0.0,0.0,0.0
ane,-0.10214657665765414,0.0,0.0,0.0
anede,2.3034233308938252,2.3841676021369045,3.6113007918387448,0.0
aner,1.5232647733442501,0.9978732410170138,2.9181536112788,0.0
anerkende,1.1880039239093343,3.465972772488633,0.0,0.0
anerkender,2.4639502278603596,2.662477534759822,0.0,0.0
anerkendt,0.5461500377369394,0.0,0.0,0.0
anerkendte,1.4981588522131737,0.0,0.0,0.0
anes,1.2219054755850156,0.0,0.0,0.0
anfører,0.0,0.0,4.693105962190473,0.0
angiver,2.237826048408012,0.0,3.258021436901151,0.0
angivet,0.0,4.159119953048578,0.0,0.0
angreb,0.06741272852244921,0.0,0.0,0.0
angrebet,1.8483612816462887,0.0,0.0,0.0
angribe,1.6988295476753248,2.878186107586514,0.0,0.0
angribes,2.509759763891654,0.0,0.0,0.0
anholde,0.0,4.382263504362788,0.0,0.0
anholdt,1.8166125833317084,3.6891163238028426,0.0,0.0
anklage,0.0,3.477146073086758,0.0,0.0
anklagede,0.0,4.159119953048578,0.0,0.0
anklager,1.8041900633331511,2.98354662324434,0.0,3.115102959449792
anklages,2.39197672823527,0.0,0.0,0.0
anklaget,0.0,2.4012620354962046,0.0,0.0
ankom,2.7566198418231793,0.0,0.0,0.0
ankommer,2.024251948109953,0.0,0.0,0.0
ankommet,1.950143975956231,0.0,0.0,0.0
anlagde,2.509759763891654,0.0,0.0,6.12325775300234
anmodet,0.0,5.075410684922733,0.0,0.0
annoncerer,4.58920130557149,0.0,0.0,0.0
ansat,1.0776558667404688,0.0,0.0,0.0
ansatte,1.6102761503338798,0.0,0.0,0.0
anser,1.7175216806874773,2.8968782405986664,0.0,0.0
anses,0.0,3.0605076643804683,3.5944936735223636,0.0
anså,2.679658800687051,3.1658681800382946,0.0,0.0
ansås,3.202906944451599,0.0,0.0,0.0
ansætter,0.0,0.0,0.0,5.430110572442395
antager,1.4981588522131737,3.7761277007924723,0.0,0.0
antaget,2.8844532133330643,0.0,0.0,0.0
antog,0.0,5.768557865482679,0.0,0.0
antydede,3.4905890169033795,0.0,0.0,0.0
antyder,2.191306032773119,0.0,0.0,0.0
anvender,1.9865116201271058,0.0,0.0,4.213715248117902
anviser,2.643291156516176,0.0,4.35663372556926,0.0
anviste,3.4905890169033795,0.0,0.0,0.0
appellerede,3.4905890169033795,0.0,0.0,0.0
appellerer,1.8811511044692795,0.0,0.0,0.0
arbejde,-1.3390571656327,-1.5459949668414015,-1.0120089576995062,0.0
arbejdede,2.6849638529167446,0.0,3.3686870047886703,0.0
arbejder,1.5087037653897888,1.5094053289593314,2.0433913381012268,1.8641052164789933
arbejdet,0.061992661053109945,0.5482020404043537,0.0,0.0
argumentere,2.024251948109953,2.5104613274611967,0.0,0.0
argumenterede,3.202906944451599,0.0,4.916249513504684,0.0
argumenterer,2.39197672823527,0.0,3.412172116728409,0.0
arrestere,0.0,4.159119953048578,0.0,0.0
arresteret,2.509759763891654,2.5905040351347326,0.0,0.0
arve,0.0,1.6659145004458826,0.0,0.0
arvede,2.104294655783489,0.0,0.0,0.0
arver,1.7559879615152734,0.0,0.0,0.0
arvet,2.024251948109953,0.0,0.0,0.0
at,-7.5491758408058915,0.0,0.0,0.0
avancerede,2.39197672823527,0.0,0.0,0.0
bad,2.6224068633492554,3.1086162427004993,2.8541448914781244,3.2626454347580096
bade,0.0,0.0,2.7190249361684637,0.0
bader,2.6432911565161765,0.0,0.0,0.0
bag,0.0,-0.2923161329974712,0.0,0.0
bage,0.4148140356758524,0.0,0.0,0.0
bagte,0.0,0.0,4.597795782386148,0.0
bagved,0.0,0.0,0.0,2.6653650276636394
bakke,1.0926937441050093,0.0,0.0,4.01304455265575
bakkede,2.509759763891654,0.0,0.0,5.430110572442395
bakker,0.0,2.1850389270265684,0.0,0.0
balancerede,2.979763393137389,0.0,0.0,0.0
bandt,2.608199836704906,3.787556396616095,2.2421008640781546,3.4491091035758115
bane,0.4148140356758524,1.8818526680388223,0.0,2.236552555558484
banede,3.4631900427152655,2.157639952838454,0.0,0.0
baner,2.1468542702022853,2.6330636495535287,0.0,0.0
banet,1.5934690320174985,2.7728255919286875,0.0,0.0
banke,0.0,2.007357749789116,0.0,0.0
bankede,2.0502274345132134,0.0,0.0,0.0
banker,-0.5698539936430396,0.0,0.0,0.0
banket,0.0,2.272050304016198,0.0,0.0
